"id","action","reward"
"sim_data/gemini/gemini_1.5/experiment_0.csv",10,25
"sim_data/gemini/gemini_1.5/experiment_0.csv",15,16
"sim_data/gemini/gemini_1.5/experiment_0.csv",5,3
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_0.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,24
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,15
"sim_data/gemini/gemini_1.5/experiment_1.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,20
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,26
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,29
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,20
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,21
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,24
"sim_data/gemini/gemini_1.5/experiment_1.csv",10,6
"sim_data/gemini/gemini_1.5/experiment_10.csv",10,4
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_10.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",10,23
"sim_data/gemini/gemini_1.5/experiment_100.csv",10,10
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_100.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",10,9
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_101.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",10,12
"sim_data/gemini/gemini_1.5/experiment_102.csv",10,1
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_102.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",10,14
"sim_data/gemini/gemini_1.5/experiment_103.csv",10,8
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_103.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",10,14
"sim_data/gemini/gemini_1.5/experiment_104.csv",10,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_104.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",10,15
"sim_data/gemini/gemini_1.5/experiment_105.csv",10,5
"sim_data/gemini/gemini_1.5/experiment_105.csv",5,3
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_105.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,17
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,15
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,22
"sim_data/gemini/gemini_1.5/experiment_106.csv",15,17
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,0
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,5
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,23
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,1
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,17
"sim_data/gemini/gemini_1.5/experiment_106.csv",10,10
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,19
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,20
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,12
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,29
"sim_data/gemini/gemini_1.5/experiment_107.csv",20,20
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,15
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,22
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,12
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,6
"sim_data/gemini/gemini_1.5/experiment_107.csv",10,26
"sim_data/gemini/gemini_1.5/experiment_108.csv",10,1
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_108.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",10,19
"sim_data/gemini/gemini_1.5/experiment_109.csv",10,9
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_109.csv",0,0
"sim_data/gemini/gemini_1.5/experiment_11.csv",10,16
"sim_data/gemini/gemini_1.5/experiment_11.csv",10,5
"sim_data/gemini/gemini_1.5/experiment_11.csv",0,0
